Prova,Numero_Questao,Enunciado,Alternativa_A,Alternativa_B,Alternativa_C,Alternativa_D,Alternativa_Correta,Justificativa
xviii,54,"Henrique fora condenado pelo juízo da 10ª Vara Cível da Comarca da Capital do Rio de Janeiro ao pagamento de indenização por danos morais causados a Marlon, no valor de R$ 100.000,00, tendo tal decisão transitada em julgado. Na fase de cumprimento de sentença, não houve o pagamento voluntário da quantia, nem foram encontrados bens no foro da causa, razão pela qual procedeu-se à avaliação e penhora de imóvel de veraneio de Henrique, situado no Guarujá/SP, mediante carta precatória. O Oficial de Justiça, mesmo certificando em seu laudo não possuir o conhecimento especializado necessário para o ato, avaliou o imóvel em R$ 150.000,00. Nesse caso, a impugnação ao cumprimento de sentença que verse unicamente o vício de avaliação","poderá ser oferecida no juízo deprecante ou deprecado, sendo o juízo deprecante o competente para julgá-la.","poderá ser oferecida no juízo deprecante ou deprecado, sendo o juízo deprecado o competente para julgá-la.","deverá ser oferecida no juízo deprecado, sendo o juízo deprecante o competente para julgá-la.","deverá ser oferecida no juízo deprecante, sendo o juízo deprecado o competente para julgá-la.",B,
xviii,55,"X contratou um plano de saúde com cobertura integral e sem carência junto à operadora Saúde 100%, em 19 de outubro de 2012. Seis meses depois, precisou se submeter a uma cirurgia na coluna, mas o plano se negou a cobri-la, sob alegação de que tal procedimento não estava previsto em contrato. Inconformado, X ajuizou ação visando ao cumprimento forçado da obrigação, demanda essa distribuída perante a 10ª Vara Cível da comarca do Rio de Janeiro, de titularidade do magistrado Y. Após regular tramitação, o pedido autoral foi julgado procedente, tendo em sentença sido fixado o prazo de 10 dias para a efetivação da cirurgia, sob pena de multa de R$ 1.000,00 por dia de atraso. Três meses depois do trânsito em julgado, e ainda não tendo sido cumprida a obrigação, X requereu a majoração da multa diária, pedido este indeferido pelo juiz Y, sob alegação de estar impedido de atuar por força da coisa julgada material. Sobre os fatos, assinale a afirmativa correta.","O magistrado agiu corretamente, cabendo ao autor apenas cobrar a multa vencida.","A multa poderia ser aumentada, ou até mesmo substituída por outra medida de apoio mais efetiva, a fim de concretizar o direito do autor.",A multa somente poderia ser aumentada se o autor conseguisse modificar a sentença por meio de uma ação rescisória.,"A multa não poderia ser aumentada, mas o juiz poderia condenar a empresa ré a pagar danos morais ao autor.",B,
xviii,56,"Márcia trafegava regularmente a 40 km/h em uma rua da cidade de Salvador/BA quando seu carro foi abalroado pelo veículo de Tânia que, ao atender a uma ligação do telefone celular enquanto dirigia, perdeu a direção e invadiu a pista contrária de rolamento, causando o acidente. Acalmados os ânimos, as partes não chegaram a um acordo, pelo que Márcia ajuizou, perante a 2ª Vara Cível de Salvador/BA, uma ação de reparação de danos materiais, danos morais e lucros cessantes contra Tânia, que, após ser regularmente citada, contestou todos os pedidos autorais, alegando não ter dado causa ao acidente. Em sentença, após o tramitar processual em que foram cumpridas todas as exigências procedimentais, o magistrado julga procedentes os pedidos de danos materiais e de danos morais, rejeitando, porém, o de pedido de lucros cessantes, por entender inexistirem provas desse dano alegado, tendo tal sentença transitada em julgado em 19/10/2012. Sobre os fatos descritos, assinale a afirmativa correta.","Márcia poderá propor uma nova demanda com o objetivo de obter os lucros cessantes, desde que apresente, nesse novo processo, as provas da ocorrência desse dano.","Se Tânia quiser se valer de uma ação rescisória, terá somente até o dia 19/10/2013 para fazê-lo, sob pena de decadência.","Admitindo-se a hipótese de que Tânia descobrisse que o juiz é irmão de Márcia, ela poderia se valer de uma ação anulatória para fazer cessar os efeitos da sentença, haja vista a falta de imparcialidade do julgador.","Eventual ação rescisória proposta por Tânia não impede a execução da decisão da sentença por parte de Márcia, ainda que Tânia demonstre que a sentença foi injusta.",D,
xviii,57,"Dominique, cidadão francês, foi parte em procedimento arbitral que teve como sede uma câmara localizada em Paris, na França, tendo este também sido o local onde a sentença foi proferida. Ele obteve êxito em sua pretensão, que foi julgada conforme a legislação francesa, e, agora, deseja receber da parte sucumbente os valores a que faz jus. A parte devedora é brasileira e possui patrimônio no Brasil, sendo a condenação de natureza cível. Ele procura você para, como advogado(a), orientá-lo. Assinale a opção que indica o procedimento que Dominique deve adotar.","Iniciar procedimento de cumprimento de sentença perante uma das varas cíveis da comarca onde está localizada a devedora, uma vez que a sentença arbitral, conforme legislação processual brasileira, é titulo executivo judicial.","Ajuizar ação de execução perante uma das varas cíveis da comarca onde está localizada a devedora, uma vez que a sentença arbitral, conforme legislação processual brasileira, é titulo executivo extrajudicial.","Dar início aos trâmites para recebimento dos valores perante os tribunais de Paris, na França, uma vez que esse foi o local onde foi conduzido o procedimento de arbitragem.","Obter, preliminarmente, a homologação da sentença arbitral perante o Superior Tribunal de Justiça, uma vez que, pelas características narradas na questão, trata-se de sentença arbitral estrangeira.",D,
xviii,58,"Edgar pleiteou a remoção da inventariante Joana, nomeada nos autos do processo de inventário dos bens deixados por morte de sua genitora Maria, argumentando que a inventariante não prestou as primeiras declarações no prazo legal e não está defendendo os interesses do espólio. Acerca do incidente de remoção de inventariante e as regras previstas no Código de Processo Civil, assinale a afirmativa correta.","O incidente de remoção de inventariante, proposto por Edgar, deverá tramitar nos próprios autos da ação de inventário.","O juiz, ao receber o requerimento de remoção de inventariante, deverá, conforme previsão expressa do CPC, afastar Joana de suas funções imediatamente e, em seguida, determinar a sua intimação para defender-se e produzir provas.","Acolhido o pedido de remoção da inventariante Joana, o magistrado deverá nomear, prioritariamente, Edgar, em razão de ser o autor do requerimento.","Removida a inventariante Joana, esta deverá entregar imediatamente ao substituto os bens do espólio de Maria e, se deixar de fazê-lo, será compelida mediante mandado de busca e apreensão ou imissão de posse, conforme se tratar de bem móvel ou imóvel.",D,
xviii,59,"Mário subtraiu uma TV do seu local de trabalho. Ao chegar em casa com a coisa subtraída, é convencido pela esposa a devolvê-la, o que efetivamente vem a fazer no dia seguinte, quando o fato já havia sido registrado na delegacia. O comportamento de Mário, de acordo com a teoria do delito, configura","desistência voluntária, não podendo responder por furto.","arrependimento eficaz, não podendo responder por furto.","arrependimento posterior, com reflexo exclusivamente no processo dosimétrico da pena.","furto, sendo totalmente irrelevante a devolução do bem a partir de convencimento da esposa.",C,
xviii,60,"Glória é contratada como secretária de Felipe, um grande executivo de uma sociedade empresarial. Felipe se apaixona por Glória, mas ela nunca lhe deu atenção fora daquela necessária para a profissão. Felipe, então, simula a existência de uma reunião de negócios e pede para que a secretária fique no local para auxiliá-lo. À noite, Glória comparece à sala do executivo acreditando que ocorreria a reunião, quando é surpreendida por este, que coloca uma faca em seu pescoço e exige a prática de atos sexuais, sendo, em razão do medo, atendido. Após o ato, Felipe afirmou que Glória deveria comparecer normalmente ao trabalho no dia seguinte e ainda lhe entregou duas notas de R$ 100,00. Diante da situação narrada, é correto afirmar que Felipe deverá responder pela prática do crime de",violação sexual mediante fraude.,assédio sexual.,favorecimento da prostituição ou outra forma de exploração sexual.,estupro.,D,
xviii,61,"No ano de 2014, Bruno, Bernardo e Bianca se uniram com a intenção de praticar, reiteradamente, a contravenção penal de jogo do bicho. Para tanto, reuniam-se toda quarta-feira e decidiam em quais locais o jogo do bicho seria explorado. Chegaram, efetivamente, em uma oportunidade, a explorar o jogo do bicho em determinado estabelecimento. Considerando apenas as informações narradas, Bruno, Bernardo e Bianca responderão","pela contravenção penal do jogo do bicho, apenas.",pela contravenção penal do jogo do bicho e pelo crime de associação criminosa.,pela contravenção penal do jogo do bicho e pelo crime de organização criminosa.,"pelo crime de associação criminosa, apenas.",A,
xviii,62,"Cacau, de 20 anos, moça pacata residente em uma pequena fazenda no interior do Mato Grosso, mantém um relacionamento amoroso secreto com Noel, filho de um dos empregados de seu pai. Em razão da relação, fica grávida, mas mantém a situação em segredo pelo temor que tinha de seu pai. Após o nascimento de um bebê do sexo masculino, Cacau, sem que ninguém soubesse, em estado puerperal, para ocultar sua desonra, leva a criança para local diverso do parto e a deixa embaixo de uma árvore no meio da fazenda vizinha, sem prestar assistência devida, para que alguém encontrasse e acreditasse que aquele recém-nascido fora deixado por desconhecido. Apesar de a fazenda vizinha ser habitada, ninguém encontra a criança nas 06 horas seguintes, vindo o bebê a falecer. A perícia confirmou que, apesar do estado puerperal, Cacau era imputável no momento dos fatos. Considerando a situação narrada, é correto afirmar que Cacau deverá ser responsabilizada pelo crime de",abandono de incapaz qualificado.,homicídio doloso.,infanticídio.,exposição ou abandono de recém-nascido qualificado.,D,
xviii,63,"Maria mantém relacionamento clandestino com João. Acreditando estar grávida, procura o seu amigo Pedro, que é auxiliar de enfermagem, e implora para que ele faça o aborto. Pedro, que já auxiliou diversas cirurgias legais de aborto, acreditando ter condições técnicas de realizar o ato sozinho, atende ao pedido de sua amiga, preocupado com a situação pessoal de Maria, que não poderia assumir a gravidez por ela anunciada. Durante a cirurgia, em razão da imperícia de Pedro, Maria vem a falecer, ficando apurado que, na verdade, ela não estava grávida. Em razão do fato narrado, Pedro deverá responder pelo crime de",aborto tentado com consentimento da gestante qualificado pelo resultado morte.,aborto tentado com consentimento da gestante.,homicídio culposo.,homicídio doloso.,C,
xviii,64,"Vinícius, primário e de bons antecedentes e regularmente habilitado, dirigia seu veículo em rodovia na qual a velocidade máxima permitida era de 80 km/h. No banco do carona estava sua namorada Estefânia. Para testar a potência do automóvel, ele passou a dirigir a 140 km/h, acabando por perder o controle do carro, vindo a cair em um barranco. Devido ao acidente, Estefânia sofreu lesão corporal e foi socorrida por policiais rodoviários. No marcador do carro ficou registrada a velocidade desenvolvida. Apesar do ferimento sofrido, a vítima afirmou não querer ver o autor processado por tal comportamento imprudente. Apresentado o inquérito ao Ministério Público, foi oferecida denúncia contra Vinícius pela prática do injusto do Art. 303 da Lei nº 9503/97 (Código de Trânsito Brasileiro), que prevê a pena de 06 meses a 02 anos de detenção e a suspensão ou proibição da permissão ou da habilitação para dirigir veículo automotor. Considerando o acima exposto, a defesa de Vinícius deverá requerer","a extinção do processo por não ter o Ministério Público legitimidade para oferecer denúncia, em razão da ausência de representação da vítima.",a realização de audiência de composição civil.,a realização de audiência para proposta de transação penal.,"a suspensão condicional do processo, caso a denúncia seja recebida.",D,
xviii,65,"Bruna foi presa em flagrante e denunciada pela prática de um crime de falsificação de documento público. Na ocasião da prisão, foi apreendida uma mochila que estava dentro do veículo de Bruna, sendo que em seu interior existiam algumas joias. Diante da natureza do crime apurado, não existe mais interesse na mochila apreendida com as joias para o desenrolar do processo. Cláudia, colega de trabalho de Bruna, requer a restituição desses bens, alegando ser proprietária. Existe, porém, dúvida quanto ao direito da reclamante. Considerando as informações narradas na hipótese, é correto afirmar que","a restituição poderá ser ordenada pela autoridade policial ou pelo juiz, sempre ouvido o Ministério Público.",o pedido de restituição não deverá ser autuado em autos em apartado.,"havendo dúvida sobre o verdadeiro dono, não superada no incidente, o juiz remeterá as partes para o juízo cível, ordenando o depósito das coisas.",não caberá produção de provas no incidente de restituição.,C,
xviii,66,"O Ministério Público ofereceu denúncia em face de Cristiano, Luiz e Leonel pela prática do crime de associação para o tráfico. Na audiência designada para realização dos interrogatórios, Cristiano, preso em outra unidade da Federação, foi interrogado através de vídeoconferência. Luiz foi interrogado na presença física do magistrado e respondeu às perguntas realizadas. Já Leonel optou por permanecer em silêncio. Sobre o interrogatório, considerando as informações narradas, assinale a afirmativa correta.","O interrogatório judicial, notadamente após o advento da Lei nº 10.792/2003, deve ser interpretado apenas como meio de prova e não também como ato de defesa dos acusados.","Luiz, ainda que não impute crime a terceiro, não poderá mentir sobre os fatos a ele imputados, apesar de poder permanecer em silêncio.","A defesa técnica de Cristiano não poderá, em hipótese alguma, formular perguntas para o corréu Luiz.","O interrogatório por vídeoconferência de Cristiano pode ser considerado válido se fundamentado, pelo magistrado, no risco concreto de fuga durante o deslocamento.",D,
xviii,67,"Estando preso e cumprindo pena na cidade de Campos, interior do estado do Rio de Janeiro, Paulo efetua ligação telefônica para a casa de Maria, localizada na cidade de Niterói, no mesmo Estado, anunciando o falso sequestro do filho desta e exigindo o depósito da quantia de R$ 2.000,00 (dois mil reais), a ser efetuado em conta bancária na cidade do Rio de Janeiro. Maria, atemorizada, efetua a transferência do respectivo valor, no mesmo dia, de sua conta-corrente de uma agência bancária situada em São Gonçalo. Descoberto o fato e denunciado pelo crime de extorsão, assinale a opção que indica o juízo competente para o julgamento.",Vara Criminal de Campos.,Vara Criminal de Niterói.,Vara Criminal de São Gonçalo.,Vara Criminal do Rio de Janeiro.,B,
xviii,68,"Determinada autoridade policial recebeu informações de vizinhos de Lucas dando conta de que ele possuía arma de fogo calibre .38 em sua casa, razão pela qual resolveu indiciálo pela prática de crime de posse de arma de fogo de uso permitido, infração de médio potencial ofensivo, punida com pena de detenção de 01 a 03 anos e multa. No curso das investigações, requereu ao Judiciário interceptação telefônica da linha do aparelho celular de Lucas para melhor investigar a prática do crime mencionado, tendo sido o pedido deferido. De acordo com a situação narrada, a prova oriunda da interceptação deve ser considerada","ilícita, pois somente o Ministério Público tem legitimidade para representar pela medida.","válida, desde que tenha sido deferida por ordem do juiz competente para ação principal.","ilícita, pois o crime investigado é punido com detenção.","ilícita, assim como as dela derivadas, ainda que estas pudessem ser obtidas por fonte independente da primeira.",C,
xviii,69,"No dia 10 de maio de 2015, Maria, 25 anos, foi vítima de um crime de estupro simples, mas, traumatizada, não mostrou interesse em dar início a qualquer investigação penal ou ação penal em relação aos fatos. Os pais de Maria, porém, requerem a instauração de inquérito policial para apurar autoria, entendendo que, após identificar o agente, Maria poderá decidir melhor sobre o interesse na persecução penal. Foi proferido despacho indeferindo o requerimento de abertura de inquérito. Considerando a situação narrada, assinale a afirmativa correta.","Do despacho que indefere o requerimento de abertura de inquérito policial não cabe qualquer recurso, administrativo ou judicial.","Em que pese o interesse de Maria ser relevante para o início da ação penal, a instauração de inquérito policial independe de sua representação.","Caso Maria manifeste interesse na instauração de inquérito policial após o indeferimento, ainda dentro do prazo decadencial, o procedimento poderá ter início, independentemente do surgimento de novas provas.","Apesar de os pais de Maria não poderem requerer a instauração de inquérito policial, o Ministério Público pode requisitar o início do procedimento na hipótese, tendo em vista a natureza pública da ação.",D,
xviii,70,"Em normas coletivas firmadas pela empresa Montagens Industriais Ltda., há previsão de multa por descumprimento de cláusulas normativas que foram efetivamente descumpridas pela empresa. Diante disso, assinale a afirmativa correta.","O empregado terá de ajuizar tantas ações quantas forem as lesões, postulando, em cada uma delas, a multa pelo descumprimento de obrigações previstas nas respectivas cláusulas.","Tratando-se de multa prevista em instrumento normativo em decorrência de descumprimento de cláusula que reproduz texto de lei, a multa é incabível.","Tendo em vista a reprodução de textos de lei em cláusulas de instrumentos normativos diversos, ficará a critério do juiz definir se pode haver esse acúmulo.","O descumprimento de qualquer cláusula constante de instrumentos normativos diversos não submete o empregado a ajuizar várias ações, pleiteando, em cada uma, o pagamento de multa referente ao descumprimento de obrigações previstas nas respectivas cláusulas.",D,
xviii,71,"Plácido, empregado de um restaurante, sem qualquer motivo, passou a agredir verbalmente seu superior, até que, violentamente, quebrou uma mesa e uma cadeira que estavam próximas. Contornada a situação, Plácido foi dispensado e a empresa descontou no seu TRCT os valores do prejuízo com os móveis, que correspondiam a 60% do salário do trabalhador. Sobre o episódio apresentado, assinale a opção correta.","A empresa pode descontar o valor mesmo sem previsão contratual para tanto, pois a atitude de Plácido, ao praticar o dano, foi dolosa.",O desconto na remuneração do empregado relativo ao dano causado é vedado em qualquer hipótese.,A empresa só poderia descontar o valor do dano causado por Plácido se houvesse previsão contratual nesse sentido.,"Não estando a parcela relacionada a um desconto tipificado em lei, não pode haver o desconto nas verbas devidas a Plácido.",A,
xviii,72,"Jefferson, empregado da sociedade empresária Editora Século XIX, resolve adotar, sozinho, uma criança de 5 anos de idade. Diante da hipótese, de acordo com a legislação em vigor, assinale a afirmativa correta.","Jefferson não terá direito à licença-maternidade, por falta de dispositivo legal.","Jefferson receberá salário-maternidade, mas não terá direito à licença-maternidade, porque a regra aplica-se apenas às mulheres.","Jefferson terá direito à licença-maternidade, pois este direito aplica-se à pessoa que adotar, independentemente do gênero.",Jefferson terá direito à licença-maternidade de 60 dias.,C,
xviii,73,"Nelson foi contratado como vigilante, diretamente pelo Banco Moeda Firme, empresa que assinou a sua carteira profissional. Ele atua em diversas agências bancárias e recebe adicional de periculosidade em seu contracheque. Sobre a categoria profissional de Nelson e em relação ao adicional de periculosidade, assinale a opção correta de acordo com a jurisprudência do TST.",Nelson não é bancário.,O recebimento do adicional de periculosidade é uma liberalidade do empregador.,"Nelson integra a categoria dos bancários, já que seu empregador explora essa atividade.","A situação é irregular, pois o serviço de vigilante precisa ser terceirizado.",A,
xviii,74,"Reinaldo trabalha em uma empresa cujo regulamento interno prevê que o empregador pagará a conta de telefone celular do empregado, até o limite de R$ 150,00 mensais. Posteriormente, havendo crise no setor em que a empresa atua, o regulamento interno foi expressamente alterado para constar que, dali em diante, a empresa arcará com a conta dos celulares dos empregados até o limite de R$ 50,00 mensais. De acordo com o entendimento consolidado do TST, assinale a afirmativa correta.","O regulamento interno é ato unilateral de vontade do empregador, que poderá modificá-lo a qualquer momento, daí por que não há direito adquirido e a nova condição alcança Reinaldo.",A alteração somente é válida para aqueles que foram admitidos anteriormente à mudança e não prevalece para os que forem contratados após a mudança.,"A alteração é válida, mas só alcança aqueles admitidos posteriormente à mudança, não podendo então alcançar a situação de Reinaldo.","A alteração feita pela empresa é ilegal, pois, uma vez concedida a benesse, ela não pode ser retirada em momento algum e para nenhum empregado, atual ou futuro.",C,
xviii,75,"Jorge, Luiz e Pedro trabalham na mesma empresa. Na época designada para o gozo das férias, eles foram informados pelo empregador que Jorge não teria direito às férias porque havia faltado, injustificadamente, 34 dias ao longo do período aquisitivo; que Luiz teria que fracionar as férias em três períodos de 10 dias e que Pedro deveria converter 2/3 das férias em abono pecuniário, podendo gozar de apenas 1/3 destas, em razão da necessidade de serviço do setor de ambos. Diante disso, assinale a afirmativa correta.",A informação do empregador foi correta nos três casos.,Apenas no caso de Jorge o empregador está correto.,"O empregador agiu corretamente nos casos de Jorge e de Luiz, mas não no de Pedro.",O empregador está errado nas três hipóteses.,B,
xviii,76,"A empresa XPTO Ltda., necessitando dispensar empregado estável, ajuizou inquérito para apuração de falta grave em face de seu empregado. No dia da audiência, a empresa apresentou seis testemunhas, protestando pela oitiva de todas. O empregado apresentou três testemunhas, afirmando ser este o limite na Justiça do Trabalho. Assinale a alternativa que mostra qual advogado agiu da forma determinada na CLT.","O advogado da empresa agiu corretamente, pois trata-se de inquérito para apuração de falta grave.","O juiz determinou que a empresa dispensasse três das seis testemunhas, pois é necessário o equilíbrio com a outra parte. Logo, ambos os advogados agiram corretamente, levando o número de testemunhas que entendiam cabível.","O advogado do empregado está correto, pois o limite de testemunhas para o processo de rito ordinário é de três para cada parte.","Os dois advogados se equivocaram, pois o limite legal é de três por processo no rito ordinário, sendo as testemunhas do juízo.",A,
xviii,77,"Em ação trabalhista, a parte ré recebeu a notificação da sentença em um sábado. Assinale a opção que, de acordo com a CLT, indica o dia a partir do qual se iniciará a contagem do prazo recursal.","O início do prazo será na segunda-feira e a contagem do prazo deverá ser iniciada na terça-feira, se forem dias úteis.","O início do prazo será na segunda-feira e a contagem do prazo também deverá ser iniciada na própria segundafeira, se dia útil.","O início do prazo será no sábado, mas a contagem do prazo será iniciada na terça-feira, se dia útil.","O início do prazo será no sábado, mas a contagem do prazo será iniciada na segunda-feira, se dia útil.",A,
xviii,78,"Marcos ajuizou reclamação trabalhista em face de sua exempregadora, a sociedade empresária Cardinal Roupas Ltda., afirmando ter sofrido acidente do trabalho (doença profissional). Em razão disso, requereu indenização por danos material e moral. Foi determinada a realização de perícia, que concluiu pela ausência de nexo causal entre o problema sofrido e as condições ambientais. Na audiência de instrução, foram ouvidas cinco testemunhas e colhidos os depoimentos pessoais. Com base na prova oral, o juiz se convenceu de que havia o nexo causal e os demais requisitos para a responsabilidade civil, pelo que deferiu o pedido. Diante da situação retratada, e em relação aos honorários periciais, assinale a afirmativa correta.","O trabalhador sucumbiu no objeto da perícia feita pelo expert, de modo que pagará os honorários.","Uma vez que a perícia não identificou o nexo causal, mas o juiz, sim, os honorários serão rateados entre as partes.","A empresa pagará os honorários, pois foi sucumbente na pretensão objeto da perícia.","Não havendo disposição a respeito, ficará a critério do juiz, com liberdade, determinar quem pagará os honorários.",C,
xviii,79,"Em sede de reclamação trabalhista sob o rito sumaríssimo, as testemunhas do autor não compareceram à audiência, apesar de convidadas verbalmente por ele. Na audiência, nada foi comprovado acerca da alegação do convite às testemunhas. Diante disso, assinale a afirmativa correta.","A audiência deverá prosseguir, pois não cabe a intimação das testemunhas, uma vez que não foi comprovado o convite a elas.",As testemunhas deverão ser intimadas porque a busca da verdade real é um princípio que deve sempre prevalecer.,"As testemunhas deverão ser conduzidas coercitivamente, porque não se admite que descumpram seu dever de cidadania.",O feito deverá ser adiado para novo comparecimento espontâneo das testemunhas.,A,
xviii,80,"Na qualidade de advogado de Mauro, você ajuizou reclamação trabalhista no local da prestação de serviços do empregado. Entretanto, o advogado da empresa ré, na audiência, apresentou exceção de incompetência em razão do lugar. Diante disso, à luz da CLT,",o autor-exceto terá 24 horas improrrogáveis para se manifestar.,"o juiz julgará independentemente da manifestação da parte contrária, pois não há previsão para tanto em razão do princípio da celeridade.",o autor-exceto terá prazo de 48 horas para manifestação.,o autor-exceto poderá se manifestar até a sessão de julgamento da exceção de incompetência.,A,
xvii,1,"Leôncio é estagiário de escritório especializado na área cível e testemunha o descumprimento de norma legal por funcionário público, imediatamente comunicando a situação ao seu advogado supervisor. Ambos dirigem-se ao órgão diretor administrativo competente e reclamam pelo descumprimento de lei, o que foi reduzido a termo. A referida reclamação veio a ser sumariamente arquivada por não ter sido feita na forma escrita. Nos termos do Estatuto da Advocacia, reclamações por descumprimento de lei",devem ser necessariamente escritas.,"devem ser formuladas pela OAB, exclusivamente.",podem ser verbais.,são de atribuição privativa de Conselheiro da OAB.,C,
xvii,2,"Os atos e contratos constitutivos de pessoas jurídicas, para sua admissão em registro, em não se tratando de empresas de pequeno porte e de microempresas, consoante o Estatuto da Advocacia, devem",apresentar os dados do contador responsável.,permitir a participação de outros profissionais liberais.,conter o visto do advogado.,indicar o advogado que representará a sociedade.,C,
xvii,3,"Patrícia foi aprovada em concurso público e tomou posse como Procuradora do Município em que reside. Como não pretendia mais exercer a advocacia privada, mas apenas atuar como Procuradora do Município, pediu o cancelamento de sua inscrição na OAB. A partir da hipótese apresentada, assinale a afirmativa correta.","Patrícia não agiu corretamente, pois os advogados públicos estão obrigados à inscrição na OAB para o exercício de suas atividades.","Patrícia não agiu corretamente, pois deveria ter requerido apenas o licenciamento do exercício da advocacia e não o cancelamento de sua inscrição.","Patrícia poderia ter pedido o licenciamento do exercício da advocacia, mas nada a impede de pedir o cancelamento de sua inscrição, caso não deseje mais exercer a advocacia privada.","Patrícia agiu corretamente, pois, uma vez que os advogados públicos não podem exercer a advocacia privada, estão obrigados a requerer o cancelamento de suas inscrições.",A,
xvii,4,"A advogada Maria foi presa em flagrante por furto cometido no interior de uma loja de departamentos. Na Delegacia, teve a assistência de advogado por ela constituído. O auto de prisão foi lavrado sem a presença de representante da Ordem dos Advogados do Brasil, fato que levou o advogado de Maria a arguir sua nulidade. Sobre a hipótese, assinale a afirmativa correta.","O auto de prisão em flagrante não é nulo, pois só é obrigatória a presença de representante da OAB quando a prisão decorre de motivo ligado ao exercício da advocacia.","O auto de prisão em flagrante não é nulo, pois a presença de representante da OAB é facultativa em qualquer caso, podendo sempre ser suprida pela presença de advogado indicado pelo preso.","O auto de prisão em flagrante é nulo, pois advogados não podem ser presos por crimes afiançáveis.","O auto de prisão em flagrante é nulo, pois a presença de representante da OAB em caso de prisão em flagrante de advogado é sempre obrigatória.",A,
xvii,5,"O advogado Márcio, sócio de determinado escritório de advocacia, contratou novos advogados para a sociedade e substabeleceu, com reserva em favor dos novos contratados, os poderes que lhe haviam sido outorgados por diversos clientes. O mandato possuía poderes para substabelecer. Um dos clientes do escritório, quando percebeu que havia novos advogados trabalhando na causa, os quais não eram por ele conhecidos, não apenas resolveu contratar outro escritório para atuar em sua demanda como ofereceu representação disciplinar contra Márcio, afirmando que o advogado não agira com lealdade e honestidade. A esse respeito, assinale a afirmativa correta.","A representação oferecida não deve ser enquadrada como infração disciplinar, pois apenas o substabelecimento do mandato sem reserva de poderes deve ser comunicado previamente ao cliente.","A representação oferecida não deve ser enquadrada como infração disciplinar, pois o substabelecimento do mandato, com ou sem reserva de poderes, é ato pessoal do advogado da causa.","A representação oferecida deve ser enquadrada como infração disciplinar, pois o substabelecimento do mandato, com ou sem reserva de poderes, deve ser comunicado previamente ao cliente.","A representação oferecida deve ser enquadrada como infração disciplinar, pois o advogado deve avisar previamente ao cliente acerca de todas as petições que apresentará nos autos do processo, inclusive sobre as de juntada de substabelecimentos.",A,
xvii,6,"Deise é uma próspera advogada e passou a buscar novos desafios, sendo eleita Deputada Estadual. Por força de suas raras habilidades políticas, foi eleita integrante da Mesa Diretora da Assembleia Legislativa do Estado Z. Ao ocupar esse honroso cargo procurou conciliar sua atividade parlamentar com o exercício da advocacia, sendo seu escritório agora administrado pela filha. Nos termos do Estatuto da Advocacia, assinale a afirmativa correta.",A atividade parlamentar de Deise é incompatível com o exercício da advocacia.,A participação de Deise na Mesa Diretora a torna incompatível com o exercício da advocacia.,A função de Deise como integrante da Mesa Diretora do Parlamento Estadual é conciliável com o exercício da advocacia.,A atividade parlamentar de Deise na Mesa Diretora pode ser conciliada com o exercício da advocacia em prol dos necessitados.,B,
xvii,7,"O advogado F recebe do seu cliente WW determinada soma em dinheiro para aplicação em instrumentos necessários à exploração de jogo não autorizado por lei. Nos termos do Estatuto da Advocacia, a infração disciplinar",decorre somente se o advogado exige o valor para aplicação ilícita.,surge diante do recebimento para aplicação ilícita.,"inocorre, pois se trata de mero ilícito moral.",é descaracterizada por ausência de previsão legal.,B,
xvii,8,"O advogado Nelson, após estabelecer seu escritório em local estratégico nas proximidades dos prédios que abrigam os órgãos judiciários representantes de todas as esferas da Justiça, resolve publicar anúncio em que, além dos seus títulos acadêmicos, expõe a sua vasta experiência profissional, indicando os vários cargos governamentais ocupados, inclusive o de Ministro de prestigiada área social. Nos termos do Código de Ética da Advocacia, assinale a afirmativa correta.","O anúncio está adequado aos termos do Código, pois indica os títulos acadêmicos e a experiência profissional.","O anúncio está adequado aos termos do Código, por não conter adjetivações ou referências elogiosas ao profissional.","O anúncio colide com as normas do Código, pois a referência a títulos acadêmicos é vedada por indicar a possibilidade de captação de clientela.","O anúncio colide com as normas do Código, que proíbem a referência a cargos públicos capazes de gerar captação de clientela.",D,
xvii,9,"Gisella é advogada recém-aprovada no Exame de Ordem e herda diversas causas de um colega de classe que resolveu trilhar outros caminhos, deixando numerosos processos para acompanhamento nos Juízos de primeiro grau. Ao acompanhar uma sessão de julgamento na Câmara Cível do Tribunal W, tem necessidade de apresentar, antes de iniciar o julgamento, alegações escritas aos integrantes do órgão julgador, que somente foram completadas no dia da sessão. Aguardando o início dos trabalhos, assim que os julgadores se apresentaram para o julgamento, a jovem advogada dirigiu-se a eles no sentido de entregar as alegações escritas, sendo admoestada quanto à sua presença no interior da sala de julgamento, na parte reservada aos magistrados. Nos termos do Estatuto da Advocacia, o ingresso dos advogados nas salas de sessões",está restrito ao espaço da plateia.,depende de autorização do Presidente da Câmara.,é livre inclusive na parte reservada aos magistrados., depende de concordância dos julgadores.,C,
